"noIBD_FC1_est1","noIBD_FC1_est2","noIBD_FC2_est1","noIBD_FC2_est2","IBD_FC1_est1","IBD_FC1_est2","IBD_FC2_est1","IBD_FC2_est2"
3.68842760178323,1.23198453935534,4.29911539395589,1.19418660032569,1.71121192223427,579.93116432099,2.0266556175274,559.647292528763
3.73380701901357,1.26812498303265,4.62263456748584,1.19307310105092,1.56807472684678,592.823977596439,1.92283007895538,523.48049785826
3.70848984303114,1.18172009517646,4.48592592572758,1.33141784543534,1.72416798342652,617.73704065218,1.71083589028294,532.058883946875
3.71083805673468,1.19306159876106,4.43555620936279,1.29408228344413,2.0283789777794,624.023868016321,2.135051571843,561.2729076779
3.70594064120712,1.15903449306886,4.42251051750678,1.21770735952187,2.30364979738791,646.076933194845,1.84122227706617,520.153782629491
3.673986129016,1.20281357534409,4.46949663729436,1.2687188479391,1.45210008238557,543.0159110594,1.92463399942347,520.695684577946
3.65734790091545,1.28256949253182,4.45741909037583,1.31526059817265,2.283596519755,686.997804715274,1.67237968256906,511.923651045029
3.70154530673998,1.20776740216288,4.54296825565826,1.23161256896708,1.81858059110478,585.738905127247,1.78284788103444,513.962575371787
3.78848841653023,1.25050431630163,4.38836628213665,1.24475474250036,1.86879465366409,606.826821415146,1.95103708944882,543.05513037167
3.716650897635,1.23231811808982,4.50361584924976,1.23457198195854,1.68152978459687,601.79037497876,1.6157661858426,492.816910119092
3.72001680055217,1.15024845885587,4.39232825145125,1.13683586626738,1.83169134563337,576.559579202061,1.90282906514192,530.066771812872
3.7668645670083,1.17950952993527,4.60675949699498,1.23459370176989,1.81321367061347,595.005114135874,1.90490091612139,500.350013791954
3.66160140325761,1.18856347742679,4.57155386065454,1.30286718661787,1.91676996122101,609.986319687088,1.65580308938682,494.851248627896
3.69940220887536,1.19690494492284,4.36177927556411,1.29864789450466,1.9691366827663,620.260612814858,1.81629365091403,516.284855564092
3.65352909406019,1.25310500938991,4.42361260665404,1.27845520288561,1.71983796681511,561.053540711771,1.73879013845103,502.249225507949
3.76365025718267,1.27744030053684,4.34499657251665,1.14179915282669,1.64501215668695,565.751354915032,1.69079973496031,474.473136859103
3.61475430439402,1.19295212899034,4.46224383724496,1.27792968515184,2.20828128655711,657.145863400927,2.04211937978703,561.874392243814
3.69400600812083,1.15162664525684,4.3877420643577,1.26626640397954,1.84082937860412,575.100721831378,1.75820786617954,483.628096303328
3.71195285979651,1.25719744497601,4.30999587443119,1.24294367563283,1.64277585964931,573.727887931866,1.8781441776934,504.784085497244
3.788289635849,1.23911269197796,4.50009438436584,1.19610305919151,1.56142555850572,568.603863023717,1.71546077151361,536.799127698536
3.74030153613475,1.24165172402255,4.24467549553967,1.23803661526602,1.53672196031065,557.434836740321,1.63046110389961,511.800381406377
3.80159385475368,1.26041813647108,4.38269675921476,1.24237102341341,1.77604573549334,566.394633164345,1.7293442233003,526.338437061231
3.70419618936493,1.23064603259132,4.2822542500668,1.26138669675147,1.90148575399218,614.942150739713,2.02903032234279,543.826988788348
3.77497479170661,1.26042514348914,4.5724790557296,1.13610334452022,1.82513866477004,612.076475959752,1.7885908073755,501.572071521932
3.70526489203109,1.20707781434238,4.5331576164357,1.220900400158,1.87988072355242,600.115516869746,1.78847465077184,513.739671232943
3.70793103104386,1.21276432408293,4.52261783909357,1.30371893027996,1.54216178383264,550.776887749142,1.63486871233523,486.73848997824
3.67112593588209,1.19363029650226,4.28634904129403,1.28155963296949,2.11722746637889,623.082987625223,1.96761486695109,617.921535213486
3.76485637912624,1.2838442920057,4.36522680117237,1.35322874363421,1.81736107477127,604.767936946545,1.68301127926388,529.081951979001
3.71470599085101,1.22987741599692,4.2957789932313,1.2322042944519,1.71784425727438,591.422925618856,1.66102617049512,453.303528664016
3.72226175027941,1.15296540725902,4.53334842068971,1.23593905897444,1.58019232943646,572.675310507539,1.75893897900895,545.832219709017
3.75073486171266,1.29231170654904,4.39562179965131,1.22556545634925,1.98168064612741,623.868211168402,1.84358395340231,541.136581168011
3.66736254725384,1.18041974187124,4.46828846302913,1.22455319294585,1.63415765555583,542.4139867668,1.9584047186801,542.368857749651
3.70058223359188,1.17617827336046,4.36482871760901,1.2042388005516,2.15301855796619,646.942316371844,1.72930788854246,474.923661506698
3.68410431076498,1.31637133440747,4.3880671012907,1.27664475738111,2.01203734113229,612.529912286789,1.79112070165494,542.170547292813
3.66243334516543,1.28298727379104,4.49643334185018,1.32465925532847,1.80707638501657,582.017634718204,1.78775828299087,501.682126865496
3.71617005900958,1.26696995658073,4.36153313209355,1.30346730090682,1.6308935175788,546.226390182471,1.87190910386199,569.754124722454
3.74785964751534,1.21862352042156,4.28148816994969,1.27468696616281,1.44471803829524,547.208938997457,1.90738396857595,531.040667183359
3.69112782817076,1.24136667141042,4.5086047546779,1.19398489102151,1.81814619174013,612.963965433509,1.6707070518953,509.91680817654
3.66349189155359,1.22584296200183,4.25897914954359,1.19896373967878,1.87916903295783,614.080628735682,1.59668649820887,529.943566455607
3.67532287430982,1.24257529313567,4.22405631896781,1.3119181591989,2.04016617704523,621.935732629279,2.08411471728911,602.627376978694
3.72132155531873,1.23141666760661,4.56901094278296,1.18211580610075,1.87107601683279,591.41991911416,1.74190020363622,527.540630717333
3.68971279082809,1.25416088937401,4.22942299930489,1.33617665140952,1.847446039634,624.023439817389,1.84785829821633,486.861066670098
3.67533582870787,1.24033724844462,4.49929489252225,1.23814585002134,1.88103728965836,611.088517374978,2.11369871489336,590.135022739782
3.68840567321058,1.25385503869625,4.42540762572339,1.23708695622087,1.89189658681946,617.346184226257,1.72897443896038,502.182887709156
3.77530373386705,1.2045568050787,4.33342569958633,1.21939965790343,1.87713692293648,613.928291506138,2.07063579297259,605.708350496296
3.7326317413172,1.22342506777384,4.25253602903306,1.20365393467405,1.64737466105201,565.913038728415,1.93699602730616,571.943689473439
3.61824894929873,1.24259817911236,4.51980450438496,1.29922356814969,1.66575892395643,549.984613270891,1.80752426107022,536.055582685092
3.65987775587839,1.21802322964025,4.32660769735744,1.30251150814474,1.9609917669556,611.912190517223,1.95276213233921,544.883726005087
3.74818927695555,1.2634429879276,4.46296427086517,1.22192661408305,1.3677828600704,496.849466879893,1.74407269840667,504.62269806786
3.64828672999942,1.18660809774428,4.40037309323636,1.21193749874144,1.78071027232835,588.221928541712,1.54048246872641,501.810000720251
3.72171691211843,1.179728583726,4.53552127889404,1.1790967907441,1.723149777988,611.638077243276,1.60522421248604,509.81532784343
3.63838346527595,1.22033250018108,4.44550197105457,1.34932338938932,1.84282403140287,586.384264553345,1.78590747410451,528.531237351163
3.78893630501629,1.17893572015933,4.29739583701882,1.27091974690561,1.4909806935152,530.033299423053,1.8078664055011,551.745364149168
3.7533634189608,1.21304294554932,4.40746077348316,1.24532452846666,2.26220484476505,674.385365201632,1.66351855234951,461.446465283293
3.72642349258547,1.2048548381758,4.41685795103859,1.33160370653402,1.73635097961325,609.985262839981,1.88144959338251,505.91969890443
3.76039688165145,1.18719668623859,4.37165620839132,1.24216002081348,1.5805869909702,560.117007514106,1.88647735651703,549.606802268665
3.72588526684711,1.23154239659611,4.46376807642025,1.21976870089543,1.89652726133403,622.549346883374,2.13604134426248,590.451250775444
3.74099168264945,1.25553679756326,4.36320003331307,1.19683171232393,1.66888246404676,588.513798349923,1.69410531575058,503.6264905701
3.65426177096926,1.15800784681257,4.46160608141501,1.27563243144366,1.66106701738418,559.543832077278,1.71188230661755,516.744281526438
3.71857885560787,1.22572078993072,4.37978289114795,1.20135474408317,1.54412031179047,505.463561244489,1.6094014971852,403.790478835035
3.81145474928625,1.26508679578187,4.17922926950497,1.2847927274983,2.0057231566506,637.405798416141,1.58519382492727,462.281248537304
3.72061930376052,1.24531146051788,4.35714286942846,1.17804426776049,1.46783185628284,517.781365890668,1.66800356757207,492.906824229187
